iter	RMSE
657	0.4986730232
658	0.4985975287
659	0.4980675704
660	0.4969953769
661	0.4958874164
662	0.4958239979
663	0.4955034136
664	0.4954499844
665	0.4943951978
666	0.4943372916
667	0.493140497
668	0.4930696158
669	0.492406834
670	0.4916700275
671	0.4912065531
672	0.4901482882
673	0.48951695
674	0.4882540794
675	0.4873051089
676	0.4866263908
677	0.4865593447
678	0.4861000125
679	0.4850119207
680	0.4840350033
681	0.4835109686
682	0.4834450177
683	0.4821597935
684	0.4813102137
685	0.4812456893
686	0.4811822907
687	0.48020755
688	0.4801455095
689	0.4800624373
690	0.4788828321
691	0.4781431933
692	0.4770281972
693	0.4763748079
694	0.4763158638
695	0.4758068127
696	0.4753831094
697	0.4742699304
698	0.4732377739
699	0.4727236431
700	0.4724456337
701	0.4719564644
702	0.471085977
703	0.4706669415
704	0.4696700975
705	0.469182938
706	0.4687708978
707	0.4680387145
708	0.4679866455
709	0.4675302205
710	0.4668331106
711	0.4662681883
712	0.4661423722
713	0.4651926891
714	0.4648022087
715	0.4644117535
716	0.4637144586
717	0.4628705851
718	0.4620276472
719	0.4610733794
720	0.4603362284
721	0.4596539127
722	0.4591911104
723	0.4585838749
724	0.4585300428
725	0.4573348335
726	0.4562923357
727	0.4562249302
728	0.4554852313
729	0.4553248475
730	0.454443031
731	0.4536716156
732	0.4536062532
733	0.4529885584
734	0.4523438098
735	0.4514413935
736	0.4511806422
737	0.4506684097
738	0.4498542531
739	0.4493253872
740	0.4487930144
741	0.4481931077
742	0.4476172149
743	0.4471946985
744	0.4466628485
745	0.4465450514
746	0.4459710562
747	0.4459207912
748	0.4451250281
749	0.4445551281
750	0.4438009721
751	0.4437517348
752	0.4437036105
753	0.4427381675
754	0.4422371187
755	0.4417265318
756	0.4416778677
757	0.4413247265
758	0.4411773747
759	0.4408586405
760	0.4402152926
761	0.4398828587
762	0.4395032745
763	0.4393618164
764	0.4383512842
765	0.4377424513
766	0.4371530105
767	0.4370175751
768	0.4366002862
769	0.4358430835
770	0.4350474677
771	0.4349977781
772	0.4343057062
773	0.4337024893
774	0.433111125
775	0.4330170874
776	0.4326115259
777	0.4321345012
778	0.4313898236
779	0.4308713018
780	0.4306882685
781	0.4300721233
782	0.42949368
783	0.4294348476
784	0.4293914899
785	0.429292649
786	0.4288416806
787	0.4281246036
788	0.4276726998
789	0.4270971706
790	0.4270009498
791	0.4269151799
792	0.4263807876
793	0.426256788
794	0.4259360488
795	0.4255370835
796	0.4250160579
797	0.424584688
798	0.4245047775
799	0.4233708577
800	0.4228562879
801	0.4222677932
802	0.4219005313
803	0.4213973316
804	0.4207873144
805	0.4204450683
806	0.4199989398
807	0.4188351292
808	0.418639132
809	0.4185975985
810	0.4179128566
811	0.4173540547
812	0.4163777647
813	0.4163276171
814	0.4158509784
815	0.4155582218
816	0.4150071404
817	0.4143006031
818	0.4142636458
819	0.413649691
820	0.4134390158
821	0.4130739651
822	0.4125545141
823	0.4121495444
824	0.4114797926
825	0.4111478908
826	0.4105479522
827	0.4105024501
828	0.4100894981
829	0.4098964944
830	0.4095533625
831	0.4092246977
832	0.4085626856
833	0.4082954089
834	0.4076458691
835	0.4069350414
836	0.4066080006
837	0.4061532525
838	0.4052914638
839	0.4048424299
840	0.4045336387
841	0.4042268179
842	0.4039215827
843	0.4038782622
844	0.4035717981
845	0.4034299885
846	0.4032751649
847	0.4026867422
848	0.4025517821
849	0.4023769532
850	0.4021397564
851	0.4016296528
852	0.4010685044
853	0.4008027257
854	0.4005195859
855	0.4000825748
856	0.4000434917
857	0.3995836975
858	0.3992715314
859	0.3982896979
860	0.398177641
861	0.3978685309
862	0.3973867422
863	0.397352374
864	0.3968335374
865	0.3964687882
866	0.3961415506
867	0.3961056618
868	0.3953082281
869	0.3945961277
870	0.3939712795
871	0.3937681714
872	0.3927593467
873	0.3925490945
874	0.3920682991
875	0.3915255496
876	0.3912619872
877	0.3907125068
878	0.3904516304
879	0.3899228419
880	0.3894419064
881	0.3887733083
882	0.3881948055
883	0.3878811969
884	0.3877843186
885	0.3875847605
886	0.3875166973
887	0.3871336924
888	0.3866320221
889	0.386020326
890	0.385348748
891	0.3852557866
892	0.3849607616
893	0.3847249936
894	0.384525911
895	0.3842540007
896	0.3838043917
897	0.3830932959
898	0.3823366233
899	0.3819587416
900	0.3819265299
901	0.3815991571
902	0.3806534429
903	0.3806254206
904	0.3803925715
905	0.379924881
906	0.3797025339
907	0.3796763464
908	0.3792345003
909	0.3786957107
910	0.3779992766
911	0.3777954063
912	0.377769593
913	0.3775917056
914	0.3770828711
915	0.3770473323
916	0.3763793487
917	0.3760597699
918	0.3759164274
919	0.375429135
920	0.3752896767
921	0.374671642
922	0.3742903198
923	0.37386281
924	0.3735385625
925	0.3734190837
926	0.3732920855
927	0.373253924
928	0.372942396
929	0.3725181891
930	0.371909601
931	0.3716265067
932	0.3711609394
933	0.3708354369
934	0.3698119693
935	0.3697833145
936	0.3695214986
937	0.3694987906
938	0.3693394738
939	0.368732358
940	0.3680791384
941	0.3675171424
942	0.367396671
943	0.3668999575
944	0.3664005849
945	0.3663729915
946	0.3655813918
947	0.3650780518
948	0.3643309857
949	0.3637233626
950	0.362950737
951	0.3622009801
952	0.3618921455
953	0.3618640789
954	0.36128059
955	0.3612502052
956	0.3611545266
957	0.3605330777
958	0.3603646087
959	0.3599959324
960	0.3596975393
961	0.359082742
962	0.3588680151
963	0.3582625012
964	0.3581109717
965	0.3580848471
966	0.3573963266
967	0.3567463947
968	0.3567214163
969	0.3567012339
970	0.3562693039
971	0.3556970005
972	0.3554384462
973	0.3554158098
974	0.3552301472
975	0.3552109529
976	0.3548014319
977	0.3543439762
978	0.3538819922
979	0.3533835087
980	0.353249057
981	0.3524636614
982	0.3520524366
983	0.3513705586
984	0.3513505077
985	0.3512589228
986	0.3507399379
987	0.3503634903
988	0.3496957077
989	0.3493089483
990	0.3491629566
991	0.3491435027
992	0.3489715868
993	0.3484107884
994	0.3479845455
995	0.3476000864
996	0.3472652428
997	0.3469067094
998	0.3466978824
999	0.3464180385
