iter	RMSE
170	10.94697456
171	10.9396769
172	10.93897917
173	10.93827078
174	10.93732233
175	10.93049181
176	10.92553218
177	10.92116337
178	10.91607952
179	10.91125832
180	10.90824286
181	10.90377987
182	10.89904045
183	10.89162883
184	10.88566259
185	10.88083353
186	10.87614305
187	10.87072243
188	10.86585606
189	10.86054733
190	10.86051494
191	10.85615719
192	10.85561476
193	10.85113558
194	10.84539677
195	10.84061589
196	10.83479227
197	10.8293741
198	10.82526007
199	10.81925957
200	10.81434572
201	10.8072008
202	10.80331229
203	10.80038343
204	10.79454846
205	10.79139685
206	10.78666299
207	10.78276881
208	10.77794537
209	10.77177815
210	10.76879322
211	10.76372612
212	10.75728851
213	10.75460641
214	10.75385914
215	10.75110272
216	10.74560325
217	10.74135287
218	10.73760608
219	10.73385455
220	10.73050346
221	10.72604613
222	10.72173122
223	10.71796826
224	10.7140094
225	10.70847529
226	10.70488619
227	10.70147931
228	10.69804312
229	10.69436427
230	10.69028897
231	10.68577532
232	10.68148129
233	10.67849956
234	10.67305521
235	10.66993045
236	10.66535189
237	10.66218154
238	10.65771544
239	10.65530005
240	10.65226401
241	10.64917643
242	10.64504513
243	10.64080012
244	10.63574409
245	10.63254781
246	10.63062747
247	10.62872093
248	10.62605827
249	10.62321141
250	10.62145572
251	10.61805764
252	10.61501134
253	10.61159373
254	10.60772075
255	10.60599807
256	10.60411146
257	10.60230992
258	10.59967372
259	10.59652942
260	10.59092248
261	10.58833976
262	10.58535664
263	10.58382811
264	10.58110905
265	10.578235
266	10.57595553
267	10.5732213
268	10.57163438
269	10.56902896
270	10.56588259
271	10.56448291
272	10.56160741
273	10.55663004
274	10.5526994
275	10.55131987
276	10.54850467
277	10.54665089
278	10.54538609
279	10.54417552
280	10.54079701
281	10.53662593
282	10.53382844
283	10.53080406
284	10.52685068
285	10.52566154
286	10.52332558
287	10.52085647
288	10.51874624
289	10.51538298
290	10.51378474
291	10.51165929
292	10.50971296
293	10.50718777
294	10.50571102
295	10.50465011
296	10.50129607
297	10.499354
298	10.49683467
299	10.49423738
300	10.49146741
301	10.49031539
302	10.48545783
303	10.48218851
304	10.47842252
305	10.4762271
306	10.47501056
307	10.47300187
308	10.46984818
309	10.46597342
310	10.46460158
311	10.46216619
312	10.46011531
313	10.45909863
314	10.45465343
315	10.45220889
316	10.44840882
317	10.44692696
318	10.4450001
319	10.44120009
320	10.43854
321	10.43520846
322	10.43210393
323	10.43119871
324	10.42830736
325	10.42569113
326	10.42324842
327	10.42156387
328	10.41767427
329	10.41479575
330	10.4126723
331	10.4094249
332	10.40849088
333	10.40482975
334	10.40150375
335	10.39895618
336	10.39694159
337	10.39588128
338	10.3939288
339	10.39231263
340	10.38945907
341	10.38776227
342	10.3844566
343	10.3829368
344	10.38122509
345	10.37905958
346	10.37626024
347	10.37270186
348	10.37189864
349	10.36910274
350	10.36590997
351	10.36363242
352	10.3614829
353	10.36057768
354	10.35956052
355	10.35698195
356	10.35429112
357	10.35178266
358	10.34937015
359	10.34723322
360	10.34540028
361	10.3439669
362	10.34269815
363	10.33899504
364	10.33669002
365	10.33482867
366	10.33270366
367	10.3313098
368	10.33039988
369	10.3287136
370	10.32610617
371	10.32394024
372	10.32265278
373	10.32204658
374	10.32028762
375	10.31936165
376	10.31719325
377	10.31537415
378	10.31356354
379	10.31273024
380	10.31085567
381	10.3096974
382	10.30767147
383	10.30623077
384	10.30418917
385	10.30289408
386	10.30153205
387	10.29880911
388	10.29746469
389	10.29567175
390	10.29266409
391	10.29036836
392	10.28885747
393	10.2869679
394	10.28529988
395	10.28400958
396	10.28331878
397	10.2818525
398	10.27979509
399	10.27922619
400	10.27738994
401	10.27583525
402	10.27403153
403	10.27136347
404	10.26944995
405	10.26758831
406	10.26660399
407	10.26479316
408	10.26345859
409	10.26200869
410	10.26030646
411	10.25962074
412	10.25797912
413	10.25721488
414	10.25586278
415	10.25450738
416	10.25299461
417	10.25160788
418	10.25109746
419	10.24949988
420	10.24822495
421	10.24667851
422	10.24482821
423	10.24292823
424	10.24237379
425	10.24132296
426	10.24053057
427	10.23890624
428	10.23745567
429	10.23699601
430	10.23541746
431	10.23347555
432	10.23302675
433	10.23160547
434	10.23006266
435	10.22918284
436	10.22805111
437	10.226627
438	10.22620241
439	10.22432403
440	10.22337323
441	10.2225802
442	10.22187269
443	10.22006091
444	10.21877113
445	10.21762635
446	10.21675805
447	10.21526786
448	10.21417029
449	10.21251475
450	10.21181617
451	10.2106533
452	10.20888147
453	10.20735171
454	10.20592188
455	10.20461104
456	10.2031646
457	10.20208752
458	10.20106745
459	10.19953954
460	10.19797429
461	10.19714624
462	10.19677123
463	10.19548423
464	10.19430523
465	10.19281474
466	10.19199611
467	10.19139726
468	10.1899954
469	10.18932537
470	10.18843813
471	10.18747756
472	10.18626598
473	10.18545225
474	10.1844545
475	10.18349554
476	10.1822032
477	10.18056454
478	10.1796431
479	10.17855539
480	10.17800355
481	10.17696277
482	10.17621551
483	10.17542604
484	10.17433299
485	10.17375276
486	10.1724131
487	10.17161815
488	10.17052983
489	10.16953474
490	10.1689867
491	10.16787085
492	10.16744517
493	10.16689412
494	10.16558335
495	10.16455382
496	10.16384376
497	10.16303001
498	10.1621966
499	10.16134595
500	10.16029268
501	10.15961986
502	10.15909699
503	10.15813347
504	10.1572092
505	10.15651303
506	10.1561017
507	10.15526116
508	10.15490943
509	10.15388556
510	10.15309125
511	10.15263783
512	10.15148907
513	10.15061573
514	10.14954354
515	10.14894686
516	10.14775555
517	10.14686708
518	10.14587883
519	10.1450046
520	10.14446634
521	10.14419688
522	10.14385708
523	10.14289124
524	10.14209615
525	10.14051976
526	10.13949075
527	10.13924612
528	10.13808953
529	10.1374485
530	10.13626831
531	10.13597359
532	10.134522
533	10.13407981
534	10.13328613
535	10.13306721
536	10.13251479
537	10.13177726
538	10.13093283
539	10.13047
540	10.1298936
541	10.12895692
542	10.12828293
543	10.12724803
544	10.1266937
545	10.12611113
546	10.12576023
547	10.12508324
548	10.12462575
549	10.12386049
550	10.12301782
551	10.12227584
552	10.12168349
553	10.12105232
554	10.12048801
555	10.1196664
556	10.11924904
557	10.11870499
558	10.11818071
559	10.11745922
560	10.11660064
561	10.11613442
562	10.11550549
563	10.115027
564	10.11443447
565	10.1138349
566	10.11350671
567	10.11293106
568	10.11241606
569	10.11150343
570	10.11132916
571	10.11085962
572	10.11057777
573	10.10993832
574	10.10917006
575	10.10873982
576	10.1083482
577	10.10766625
578	10.10698602
579	10.10647607
580	10.10582378
581	10.10526834
582	10.10500444
583	10.10440145
584	10.10409045
585	10.10325078
586	10.1026883
587	10.10210321
588	10.10158368
589	10.10063914
590	10.10029289
591	10.09990253
592	10.09911707
593	10.09844232
594	10.09796249
595	10.09778721
596	10.09756872
597	10.0964036
598	10.09602584
599	10.09535637
600	10.09475145
601	10.09424616
602	10.09373575
603	10.0928825
604	10.0925596
605	10.09178591
606	10.09136748
607	10.09092543
608	10.09026476
609	10.08979995
610	10.08920325
611	10.08859374
612	10.0883429
613	10.08785214
614	10.08722502
615	10.0868246
616	10.08625876
617	10.08596414
618	10.08552187
619	10.08512525
620	10.08457749
621	10.08408137
622	10.08342271
623	10.08315221
624	10.08272273
625	10.08224509
626	10.08178907
627	10.08142319
628	10.08099788
629	10.08035273
630	10.07998588
631	10.07947139
632	10.07901826
633	10.07865381
634	10.07803078
635	10.07759278
636	10.07715948
637	10.07667191
638	10.07610367
639	10.0756219
640	10.07515367
641	10.07484528
642	10.07419721
643	10.07365744
644	10.07303543
645	10.07260362
646	10.07222393
647	10.07154574
648	10.07142158
649	10.0708901
650	10.0706266
651	10.07038126
652	10.07000665
653	10.06961697
654	10.06921688
655	10.06893201
656	10.06855194
657	10.06832029
658	10.06794024
659	10.06771567
660	10.0673935
661	10.06722324
662	10.06689293
663	10.06655117
664	10.06621494
665	10.06563891
666	10.06552214
667	10.06531661
668	10.06490672
669	10.06433234
670	10.06399471
671	10.0636486
672	10.06338391
673	10.0632337
674	10.06282134
675	10.06248391
676	10.06220201
677	10.06197174
678	10.06159626
679	10.06151056
680	10.06116445
681	10.0607835
682	10.06042624
683	10.06020107
684	10.05989221
685	10.05972568
686	10.05924638
687	10.05868539
688	10.05824734
689	10.05801843
690	10.05731421
691	10.05706058
692	10.05686963
693	10.05652524
694	10.05611786
695	10.05565893
696	10.05522479
697	10.0547966
698	10.05450734
699	10.0541518
700	10.05390017
701	10.05359889
702	10.05331376
703	10.05295796
704	10.05262854
705	10.05229072
706	10.05188988
707	10.05162338
708	10.05143504
709	10.05112808
710	10.05080265
711	10.05055475
712	10.05024267
713	10.04988175
714	10.04962823
715	10.04950774
716	10.04933346
717	10.04864278
718	10.04844505
719	10.04810699
720	10.04778667
721	10.04734107
722	10.04724648
723	10.04695507
724	10.04679377
725	10.04655677
726	10.04629762
727	10.04584943
728	10.04546982
729	10.0451387
730	10.04496136
731	10.04467368
732	10.04426587
733	10.04378526
734	10.04345043
735	10.04313868
736	10.04300805
737	10.04271293
738	10.04260576
739	10.04220761
740	10.04188485
741	10.04143337
742	10.04117886
743	10.040737
744	10.04043824
745	10.04010658
746	10.03994467
747	10.03964365
748	10.03935967
749	10.0392609
750	10.03891081
751	10.03867394
752	10.03852333
753	10.03819281
754	10.03800039
755	10.03778087
756	10.03739758
757	10.03725017
758	10.03706488
759	10.03669964
760	10.03633067
761	10.03610036
762	10.03597848
763	10.03556403
764	10.03528513
765	10.03517389
766	10.03478735
767	10.03450529
768	10.03428156
769	10.03409685
770	10.03387069
771	10.03362512
772	10.03339447
773	10.03315584
774	10.03293751
775	10.03281577
776	10.0325147
777	10.03241109
778	10.03227064
779	10.0318182
780	10.03170723
781	10.0315517
782	10.03141942
783	10.03120169
784	10.03109527
785	10.0309981
786	10.03086153
787	10.03065865
788	10.03037636
789	10.03009233
790	10.02999109
791	10.029822
792	10.02969449
793	10.02933316
794	10.02914561
795	10.02895922
796	10.02868342
797	10.02846007
798	10.02823148
799	10.02811679
800	10.02796268
801	10.02777142
802	10.02759455
803	10.02746163
804	10.02722978
805	10.02692458
806	10.02667102
807	10.02652233
808	10.02627377
809	10.02606909
810	10.02586921
811	10.02556664
812	10.0252353
813	10.02501066
814	10.0249427
815	10.02474823
816	10.02458682
817	10.02430116
818	10.02402359
819	10.02377893
820	10.02357596
821	10.02344471
822	10.02311007
823	10.02294282
824	10.02287714
825	10.0227591
826	10.02237579
827	10.02214993
828	10.02196443
829	10.02164238
830	10.02139544
831	10.02117155
832	10.02101192
833	10.02092703
834	10.02078111
835	10.0205971
836	10.02040187
837	10.02028439
838	10.02009887
839	10.0198942
840	10.01964204
841	10.01957141
842	10.01940964
843	10.01922695
844	10.01904656
845	10.01878123
846	10.01845063
847	10.0180303
848	10.01789149
849	10.01757893
850	10.01721403
851	10.01701926
852	10.01686448
853	10.01672344
854	10.01640953
855	10.0162317
856	10.01611706
857	10.01588756
858	10.01560232
859	10.01543451
860	10.01529887
861	10.01502542
862	10.01487496
863	10.01475225
864	10.01450827
865	10.0143426
866	10.01410973
867	10.0139077
868	10.01371434
869	10.01345954
870	10.01331936
871	10.01327165
872	10.01305208
873	10.01287124
874	10.01275997
875	10.01251591
876	10.01231263
877	10.01217519
878	10.01207038
879	10.0119291
880	10.01185562
881	10.01156867
882	10.011375
883	10.01125142
884	10.0111474
885	10.0110214
886	10.01086512
887	10.0107264
888	10.0105616
889	10.01045153
890	10.0103179
891	10.01009998
892	10.00994408
893	10.00987446
894	10.00973279
895	10.00952919
896	10.009406
897	10.00937249
898	10.00923611
899	10.00912235
900	10.00899676
901	10.00885476
902	10.00877426
903	10.00857341
904	10.00849012
905	10.00835829
906	10.00802252
907	10.00794168
908	10.00779382
909	10.00767044
910	10.0075982
911	10.0073258
912	10.00718396
913	10.00706583
914	10.0069499
915	10.00677166
916	10.00667006
917	10.00659676
918	10.00649885
919	10.00642546
920	10.00639813
921	10.00630139
922	10.00620879
923	10.0060659
924	10.00599197
925	10.00592054
926	10.00581152
927	10.005723
928	10.00562699
929	10.00545524
930	10.00529079
931	10.00522732
932	10.00518264
933	10.00507959
934	10.00498711
935	10.00490033
936	10.00482987
937	10.00473167
938	10.00466375
939	10.00454466
940	10.00437416
941	10.00422263
942	10.00417203
943	10.00411145
944	10.00390234
945	10.00381672
946	10.00368108
947	10.00356777
948	10.00336967
949	10.00325869
950	10.00316828
951	10.00306196
952	10.00300147
953	10.00292201
954	10.00287044
955	10.00274186
956	10.00260485
957	10.00255132
958	10.00226655
959	10.00218788
960	10.00216851
961	10.00197764
962	10.00189354
963	10.00175435
964	10.00148633
965	10.00140389
966	10.00132981
967	10.00125451
968	10.00109646
969	10.00100784
970	10.00085446
971	10.00059193
972	10.00054191
973	10.00050087
974	10.00038672
975	10.00027351
976	10.00015393
977	9.999985829
978	9.999892142
979	9.999843158
980	9.999773845
981	9.999623749
982	9.999546975
983	9.999466161
984	9.999379377
985	9.999220508
986	9.999153465
987	9.999064433
988	9.9990249
989	9.998970977
990	9.998913561
991	9.998828238
992	9.998765268
993	9.998644015
994	9.998509315
995	9.99837717
996	9.998272764
997	9.998179937
998	9.998057361
999	9.997998582
